,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
airplane,0.48249,0.10947,-0.38012,-0.76237,-0.405,0.20356,-0.060407,0.17968,-0.096102,-1.0428,-0.10701,0.027911,0.34874,-0.69299,0.1286,0.21458,0.71598,0.14232,-0.17868,-0.36326,0.27102,0.80712,0.36249,0.27473,-0.19904,0.26343,-0.06467,-0.47447,-0.38977,-0.37327,-0.19415,-0.11692,-0.14147,-0.33381,-0.026066,0.24894,-0.71621,-0.53107,0.0035624,0.43346,-0.6176,0.028995,0.12603,0.13997,-0.21332,0.0069925,0.83838,-0.29416,0.29387,-0.098262,0.51544,-0.48416,-0.01073,0.36081,-0.86698,-0.10285,0.034336,-0.26605,0.16994,-0.11922,-0.51609,-0.025428,0.29007,-0.033609,0.01233,0.023592,-0.033913,0.10354,0.098979,0.41569,0.44558,0.21516,0.048604,0.095349,-0.06602,-0.030882,-0.64128,0.43219,0.10899,0.40453,-0.54511,0.10702,0.40346,0.45486,0.27895,-0.28799,0.36025,0.29593,-0.65381,0.34137,1.0454,0.60018,-0.004203,-0.34123,0.25509,0.14634,-0.5186,0.12751,-0.26933,0.3588,-0.022525,0.3201,0.47176,0.13705,0.10136,-0.52567,-0.073272,-0.2095,-0.30519,0.035979,-0.13644,-0.092265,-0.026473,-0.58295,-0.18521,-0.20245,0.35445,0.5488,-0.40559,-0.17176,-0.20037,-0.47563,0.30336,-0.15653,-0.29525,-0.070344,0.24667,-0.31566,0.46041,-0.25244,0.36274,0.49553,0.45166,-0.11631,0.0504,0.54955,-0.55834,0.2644,-0.90379,-0.21345,-0.062305,-0.1847,-0.043905,0.057101,-0.30533,-0.092914,0.36475,0.1734,-0.16249,-0.087672,0.66712,0.18148,-0.01696,-0.29694,0.70782,-0.045571,0.35646,0.44506,0.20444,0.040122,0.26664,-0.55207,-0.38035,0.29181,0.24158,0.015992,0.35228,0.2651,-0.33613,0.1401,-0.16352,-0.4345,0.45149,-0.10474,-0.40161,-0.1536,0.43143,-0.36638,0.32879,-0.55312,0.60621,0.19892,0.27036,0.24019,-0.18074,-0.44632,-0.038674,0.50288,-0.071317,0.21485,0.11721,0.26882,-0.34583,-0.53828,0.028468,-0.04108,-0.18049,0.54913,-0.1938,-0.28779,0.19208,0.20461,0.31584,-0.40555,0.32832,-0.18847,0.16624,0.17866,-0.35777,0.12583,-0.37076,-0.077676,-0.38631,-0.14868,0.11462,-0.43996,-0.32047,0.22603,-0.43256,0.45541,0.47033,0.21654,0.35986,-0.052495,-0.32195,0.089182,0.056137,0.012531,0.1453,-0.38879,0.22449,-0.023288,-0.12832,0.17218,0.64614,-0.22541,-0.25882,0.15567,-0.42111,0.04148,0.62695,0.036762,-0.20483,-0.035261,0.21228,-0.62769,0.14941,-0.22647,0.40848,0.7197,-0.29457,0.091468,-0.039419,0.14294,0.31452,0.37622,-0.042161,-0.096251,0.32834,-0.53085,0.28434,-0.30959,0.009254,-0.069594,0.68535,0.20997,-0.18779,-0.088381,-0.19469,0.2744,0.77746,0.46594,-0.038797,-0.15417,0.25514,-0.15721,-1.3273,-0.25784,-0.35633,-0.56126,-0.60894,0.25801,0.30416,-0.08841,-0.046124,0.037309,0.16093,0.57507,-0.43495,0.081871,0.39896,-0.42762,-0.16746,-0.50766,0.22887,0.351,-0.63862,0.076178,-0.22075,0.42687
ant,-0.26462,0.80371,0.24113,0.75088,0.13954,0.21279,0.074054,0.50305,0.028712,-0.3397,0.49898,0.52117,0.12693,0.11165,0.6053,0.28955,-0.34057,-0.32977,-0.69513,0.37418,0.48189,0.69114,0.57529,0.22168,0.058851,-0.69581,-0.16544,-0.57524,-0.59995,0.48872,-0.61876,-0.10984,-0.28259,-0.064273,0.64005,-0.10761,0.56389,0.079632,-0.27285,0.65915,0.0030866,-0.11045,0.18089,0.70446,-0.11905,-0.075152,-0.00083497,0.17923,-0.20086,-0.21176,0.57574,-0.0034941,-0.012597,0.57117,-0.34887,-0.10037,-0.13198,-0.74136,0.64223,0.20721,0.4269,-0.39316,-0.044641,0.21916,0.034336,0.11608,-0.040133,0.42633,0.49134,0.27275,-0.050595,0.73782,-0.17546,-0.5092,-0.67848,0.59694,-0.2729,-0.39995,0.99857,0.292,-0.01887,-0.18575,-0.15303,-0.7604,-0.12474,-0.26177,0.1965,0.17193,-0.1414,-0.44908,-0.27025,0.17036,0.36881,-0.57041,-0.084914,-0.10737,0.27042,0.28322,0.18391,-0.33328,-0.041643,0.017498,-0.60978,0.0081436,0.30629,-0.2776,0.054183,-0.42131,0.031881,-0.42202,0.16575,0.077353,-0.90929,0.35719,0.21957,-0.24691,-1.0102,0.26561,-0.12201,-0.25717,-0.12803,0.28769,-0.33642,0.39297,-0.11502,0.21417,-0.28486,0.22808,0.33648,0.11342,0.48565,0.096528,0.21171,-0.31788,0.15504,0.43937,0.57417,-0.40652,-0.42042,-0.30108,-0.26656,0.21194,-0.52287,-0.83524,0.57186,-0.27365,0.34104,-0.031586,-0.19571,-0.51703,-0.11853,0.38279,-0.014182,0.7151,0.47002,-0.004429,0.63809,0.25183,0.19081,-0.17596,0.12589,-0.15654,0.63417,0.083285,-0.2511,0.5298,-0.054367,0.3593,0.057781,-0.77505,-0.40592,0.57346,0.44059,0.027729,-0.027633,-0.034606,-0.49755,0.2113,0.056514,-0.21554,0.30973,-0.75063,-0.2489,0.26612,-0.35562,-0.22976,-0.12237,-0.083036,0.91708,-0.16324,-0.037054,0.51803,-0.015321,-0.4216,-0.06838,0.037965,0.42812,-0.2702,0.22396,-0.1074,0.4432,0.065414,-0.47955,0.59924,0.19107,0.15692,0.18725,-0.16039,0.37503,-0.091961,-0.20703,-0.41497,-0.2196,-0.44331,0.33792,0.64047,0.38815,0.38828,0.56711,-0.20226,-0.55474,-0.098086,-0.11158,0.39892,-0.32986,0.098409,0.01708,-0.19514,-0.10622,0.40534,-1.0103,0.35123,0.026638,0.47347,-0.13883,0.68044,0.16154,0.26299,0.22072,-0.29173,-0.22105,-0.28998,-1.2285,-0.012606,-0.5775,-0.1463,-0.18566,0.17772,0.1622,-0.16629,-0.1003,0.57059,-0.64476,0.14657,0.79353,0.16534,-0.23657,-0.30207,0.0017815,-0.53339,-0.17044,0.048584,-0.51085,0.12293,0.15256,0.11063,0.15986,-0.021511,-0.27904,0.38925,-0.70351,0.32463,-0.18736,0.11467,0.35798,-0.044416,0.075632,0.41394,-0.82386,-0.33095,-0.74375,-0.58214,0.67802,0.38854,-0.74671,-0.12889,0.3654,0.19212,-0.13052,-0.66218,-0.052364,-0.74158,-0.27065,0.58048,-0.61165,-0.064773,0.025781,0.19857,0.41034,0.19518
apartment,-0.47123,0.38333,-0.68614,-0.29108,0.20617,0.46783,0.11737,-0.4058,-0.041971,-0.81328,0.065553,-0.30862,0.40068,0.38825,-0.035463,0.052028,0.058605,0.028819,0.33681,-0.017417,0.1463,0.22245,-0.0019626,0.021374,0.11495,-0.14329,0.29663,0.0429,-0.45605,-0.3645,-0.31378,0.41194,-0.22859,0.2907,0.011705,0.032819,-0.3582,-0.23326,0.058707,-0.1326,-0.37183,-0.15488,-0.67857,0.61619,0.18229,-0.08179,0.40099,0.21816,-0.17224,0.157,0.11568,-0.33467,0.31532,-0.020863,0.83514,-0.17586,0.34268,-0.12431,-0.48762,-0.46573,-0.27497,-0.0016634,0.51668,0.72318,0.13946,-0.1353,0.41294,-0.18746,0.17192,-0.62125,-0.4519,-0.40844,-0.74782,0.12462,-0.77305,0.31711,-0.31126,-0.25463,0.38329,0.28332,0.11657,0.29849,0.15912,0.62685,0.096005,-0.014655,0.13778,-0.30305,-0.27583,-0.11145,0.6241,0.29749,0.25678,0.41839,0.047026,-0.26458,-0.24481,-0.5158,0.37203,-0.67721,-0.38513,0.13724,-0.15598,-0.042468,-0.27876,-0.0011626,1.1635,-0.27465,-0.00597,-0.24741,-0.76593,0.048802,0.091328,0.18033,0.012194,0.47241,-0.10174,-0.15686,-0.14568,-0.3618,0.58741,-0.016539,0.19117,0.12279,-0.018978,-0.14896,0.10968,-0.66233,0.21038,-0.61663,0.11384,0.46856,0.12129,0.048177,0.44365,-0.081109,-0.44272,-0.21335,-0.41275,-0.56678,0.44652,-0.096602,0.094795,1.0079,-0.6198,-0.52168,0.035715,0.41981,-0.56779,0.090492,0.099098,0.34527,0.031978,0.022141,-0.17449,0.5388,0.020664,0.36007,-0.092147,0.43266,0.5766,0.20122,0.45697,-0.018917,0.26974,0.14752,0.17392,-0.23822,0.41929,0.25281,-0.51399,-0.37434,-0.14797,0.10883,-0.45461,0.20738,-0.41838,-0.10126,0.037753,-0.46669,0.15777,-0.59154,-0.24109,0.079252,-0.14219,0.75989,0.36656,0.43254,-0.042327,0.84156,0.82927,-0.48753,-0.80632,-0.32552,-0.20851,-0.19966,-0.80086,0.10334,-0.38202,-0.013972,0.35686,-0.62933,-0.19654,0.23978,-0.071649,-0.38493,-0.085643,-0.057679,-0.62146,0.099153,-0.60007,0.61558,-0.26748,-0.18192,0.20036,0.39085,0.21861,-0.16114,0.053056,0.085441,0.55594,-0.15381,0.16327,0.53961,-0.052343,0.13041,-0.14113,-0.31368,-0.23476,0.013309,0.31126,-0.24788,-0.34783,-0.088871,0.52399,0.097087,0.33597,0.44262,-0.15601,-0.05088,0.59325,-0.319,0.3674,0.51253,0.39975,-0.19523,0.60138,-0.28107,-0.31637,-0.066047,0.46616,0.2474,0.51937,0.14534,0.70003,0.32607,0.12204,0.36061,0.27735,-0.15835,-0.46809,0.36447,0.26107,-0.80073,-0.11563,-0.33598,0.21191,0.22298,-0.0068486,-0.16407,-0.32288,0.05064,-0.1788,-0.14629,0.051199,0.20133,-1.9198,0.7446,-0.39764,-0.056425,-0.44826,0.65975,0.18848,-0.19582,-0.70455,1.4233,0.14605,0.65581,-0.16335,-0.3599,-0.31542,-0.26152,0.19373,0.071406,0.40318,0.3593,0.57019,0.084122,0.19419,0.532
arch,0.23834,-0.37957,0.36808,-0.78334,-0.022668,0.14949,-0.015956,-0.13499,0.060803,-0.39301,-0.25954,0.35962,0.56822,-0.13028,0.55962,0.32839,-0.2231,0.16375,-0.0089323,-0.33173,0.17849,-0.37369,0.57155,0.3137,-0.50519,0.23866,-0.13103,-0.39278,-0.33838,0.40524,-0.49283,0.66701,0.53814,-0.39884,-0.074614,-0.078554,-0.22267,-0.49107,-0.022092,-0.16846,-0.28882,0.2674,-1.2403,-0.1358,-0.16998,0.26565,-0.13627,0.081745,0.17848,-0.50213,-0.14616,0.11144,-0.074035,0.065369,-0.0042907,0.5159,-0.017793,0.44869,-0.026942,0.15448,0.522,0.25568,0.18178,-0.10437,0.23594,-0.37638,0.31467,0.47436,0.48625,-0.25563,0.091301,0.066547,-0.05359,-0.12136,0.80667,-0.0295,0.03463,-0.26612,-0.82778,0.31101,0.44568,0.42316,-0.31772,-0.70423,0.59361,0.10144,0.31031,-0.16565,0.18025,0.30154,0.53446,0.46784,0.96295,0.44895,0.11608,0.5848,0.46683,-0.018518,0.2881,-0.14559,-0.093287,-0.30137,-0.14189,0.17384,0.22714,0.24885,-0.41232,0.26657,0.44558,-0.33172,-0.36302,-0.60956,-0.20832,-0.48039,-0.31097,-0.67357,-0.69368,0.20677,0.069093,0.02277,-0.32971,-0.58017,-0.31512,0.2304,-0.5727,-0.61962,0.24546,-0.24537,-0.018768,0.025182,0.068035,0.33846,-0.0073259,0.80937,0.067965,-0.072485,-0.030789,-0.34129,0.039826,0.25379,-0.11436,0.36755,-0.038406,0.045466,0.23279,0.22795,0.17526,0.054326,-0.19501,-0.44574,0.33112,0.14188,-0.71342,-0.1427,0.24469,0.10402,-0.12688,0.33198,-0.26821,0.54877,0.090226,1.0877,0.48948,0.081467,0.36204,0.48028,-0.253,-0.42454,0.38804,-0.3691,-0.1631,0.22196,0.020822,-0.44773,0.078414,0.27235,-0.67448,0.61212,-0.54532,-1.0993,0.50898,0.23834,-0.054651,0.060804,-0.079749,-0.018843,-0.3428,0.33437,0.3829,0.49514,-0.24044,0.25241,0.070678,0.37728,-0.31376,0.29764,0.60552,-0.61486,0.5632,0.63695,1.6017,-0.7567,0.073379,-0.60595,-0.14494,0.089826,-0.39961,-0.11102,-0.17405,0.42189,0.51625,0.071563,0.62014,-0.49197,0.0081321,-0.4452,-0.081964,-0.34772,-0.43346,-0.3293,0.54707,0.58886,0.50566,0.010783,-0.35059,-0.44968,-0.21894,0.38741,-0.55234,-0.23515,-0.49681,0.31075,-0.3345,0.12044,0.19575,-0.31143,-0.23357,-0.045641,0.38023,0.092269,-0.57258,-0.18522,-0.32328,-0.10326,-0.41494,0.64058,-0.40139,0.261,0.50553,-0.16553,-0.0040408,0.12451,-0.36235,-0.615,-0.41607,0.13372,0.090906,-0.5519,-0.28698,0.48064,-0.27622,0.081047,0.34327,0.29888,-0.15374,0.7242,0.43936,0.059276,0.58019,-0.043963,0.31947,-0.05407,0.62948,-0.50089,-0.46597,0.17807,-0.35502,-0.20939,0.34609,0.053136,0.28684,0.13716,0.083282,-0.59374,0.16457,0.2035,-0.35903,0.54766,0.25531,-0.23661,0.16824,0.32338,-0.15851,0.55193,-0.21447,0.63332,0.52497,0.090645,-0.4429,0.28394
arm,0.14602,-0.62674,0.021741,-0.41299,-0.21835,0.10637,-0.29335,0.0063162,-0.22287,-1.7217,0.087246,0.10204,0.042718,-0.49161,0.084603,0.28697,-0.072682,1.0012,-0.30508,0.098683,-0.087169,-0.22421,0.27757,-0.023764,0.15999,0.37556,-0.33349,0.26635,-0.37975,0.25225,0.44228,0.42437,1.0136,0.17775,-0.53398,0.24877,0.028165,0.41862,-0.43905,0.81134,-0.24994,-0.14059,-0.087654,-0.096733,0.33732,-0.045405,-0.37896,-0.49869,0.55231,0.14153,-0.30763,-0.29291,-0.20658,0.34719,-0.34949,-0.40771,-0.18708,0.31681,-0.35261,0.55868,0.13934,-0.57007,-0.28257,0.34556,0.10671,0.24842,-0.090055,-0.49853,0.22597,0.078897,0.35973,0.40659,0.20405,0.41757,-0.0022474,-0.20793,0.32739,-0.31244,-0.065271,0.31903,0.30797,-0.13961,-0.12529,0.059226,-0.077858,-0.099986,0.14902,0.34336,-0.4712,0.24977,0.17361,0.24458,-0.44962,0.094444,-0.43141,-0.60031,-0.36056,-0.45074,0.67067,-0.040263,-0.18363,-0.18766,-0.47665,-0.43605,0.60459,0.11699,-0.17808,0.052105,-0.092142,0.1426,-0.29421,-0.12176,-0.60796,0.044327,-0.0086145,-0.28759,-0.9493,-0.0058008,0.05867,-0.24494,-0.0362,-0.13931,0.52823,0.0034451,-0.31028,0.028512,-0.039339,-0.49235,0.10889,-0.16727,0.50692,-0.27726,-0.15084,-0.1115,-0.66372,0.24464,0.58131,-0.51377,0.060909,-0.022465,0.045922,0.34727,0.41578,-0.13635,-0.39087,0.47604,-0.18108,0.15821,0.21363,0.17194,0.20751,0.021842,0.20238,-0.38404,0.48155,0.19051,-0.10179,-0.17206,-0.14799,0.009068,0.33178,0.40655,-0.33891,-0.12417,0.33978,0.17446,0.32777,0.030526,0.3743,0.4599,-0.52692,-0.4773,-0.25616,0.043455,0.067095,-0.061918,0.0096984,0.069351,-0.35685,-0.063516,0.56203,-0.36011,0.46024,0.054326,0.16436,-0.28066,0.23852,0.079251,0.078107,-0.40204,-0.16128,0.51795,-0.43463,0.45117,-0.26367,0.42599,-0.039693,-0.4226,0.25945,0.0063898,1.8284,0.0067537,0.11512,0.32359,-0.3392,0.2474,-0.67721,0.61947,0.10212,0.1214,0.51384,0.17513,0.26064,0.033587,0.16103,-0.051169,0.144,-0.036203,-0.46973,0.24217,-0.49877,0.1427,-0.24989,-0.26716,0.05011,0.40705,-0.01913,-1.0447,-0.44436,-0.23985,0.28867,-0.46219,0.12066,0.26397,0.0093797,-0.28566,-0.19882,-0.30979,-0.35149,-0.44069,0.7061,-0.063567,-0.038846,-0.67786,-0.3285,-0.043197,0.17067,-0.077164,-0.7018,-0.19692,0.33516,0.37771,0.1719,-0.90793,0.60317,-0.077088,-0.95783,-0.46642,-0.078205,0.081417,0.37685,-0.025444,-0.41467,0.62639,-0.35517,0.31778,-0.2118,0.009443,-0.89263,0.56223,-0.48243,-0.87392,0.23191,-0.0082561,0.015988,-0.40157,-0.89173,0.15329,-0.19709,-0.0023599,-0.24162,0.18028,0.67724,-0.16424,-0.13074,0.11906,0.16337,-0.21818,0.44905,-0.31754,0.39528,0.28598,-0.068885,-0.20372,-0.35582,0.6248,0.060736,0.18661,0.011764,-0.23978
barn,0.14304,-0.019271,-0.5825,-0.20617,0.16125,0.049876,-0.31965,-0.017264,-0.77615,0.2129,-0.43759,-0.5656,0.55067,0.33841,-0.74215,0.39226,-0.47563,-0.27862,-0.31173,0.32806,0.81145,0.42672,0.65097,0.68616,-0.45786,-0.55759,-0.00054875,-0.54445,-0.10235,0.53877,0.007112,0.054512,-0.3613,0.15941,0.044133,0.96827,-0.33266,-0.02047,-0.19374,-0.46852,0.046963,-0.031841,-0.55749,-0.22123,-0.32212,-0.056262,0.46342,-0.24287,0.080689,-0.5878,-0.056573,0.070521,0.27835,-0.36534,0.26995,-0.24409,-0.31582,-0.32909,-0.0625,-0.31805,0.67131,-0.037014,0.69895,0.20732,-0.39807,-0.29598,0.18586,-0.48733,0.17573,-0.91479,0.063293,0.31039,-0.073119,-0.36097,-0.39344,-0.5784,-0.31694,-0.70411,0.28196,-0.76456,-0.73634,0.36994,-0.45285,-0.22903,0.1925,-0.28502,0.024253,0.24168,-0.086585,0.24808,0.73092,-0.23204,-0.034115,0.39084,0.024993,-0.90456,0.1891,-0.20395,-0.43326,-0.25345,-0.64286,0.63067,0.086424,0.064513,-0.14589,0.10616,-0.23509,0.0070066,-0.13702,0.44984,-0.82446,-0.28189,-0.74667,0.81155,-0.30628,0.065994,-0.55027,0.21459,0.41676,-0.028687,0.08561,-0.22314,0.72784,0.183,0.30409,0.081072,0.057034,0.10536,-0.45402,0.076597,0.63381,0.25719,0.23532,-0.039917,0.3618,0.026754,-0.062799,-0.00045326,-0.55081,0.14838,-0.22523,-0.055023,-0.023827,-0.3082,0.13187,-0.082499,0.14783,-0.014265,0.014321,0.021199,-1.0057,1.1083,-0.17229,-0.49229,-0.27782,0.538,0.11047,0.10331,-0.25273,0.48308,0.30905,-0.064181,-0.29991,-0.15498,0.089892,0.68013,0.14625,-0.17045,0.57081,0.065851,0.45508,0.70623,0.78948,0.43234,-0.16337,0.026286,-0.00065765,-0.012712,0.50592,-0.53778,-0.29448,0.3168,0.12869,-0.44665,-0.20905,0.031393,0.42983,0.26575,0.70701,0.58327,0.31278,-0.021968,-0.40554,-0.29507,-0.40672,0.33696,-0.027701,-0.48643,0.26776,-0.10505,0.55865,-0.1381,-0.31969,-0.28476,0.5224,-0.18099,0.038912,-0.28794,-0.28467,0.10676,0.12207,-0.43794,-0.62352,-0.0041129,0.091822,-0.19839,-0.34119,-0.0018062,0.19218,-0.018577,0.46191,-0.56574,-0.004146,-0.4107,-0.25954,0.081833,-0.24129,0.19125,0.22342,0.61528,-0.047725,-0.30482,-0.35098,0.26899,0.49581,0.54264,0.20694,-0.16547,-0.74023,0.54891,-0.24651,0.31952,-0.60501,-0.27891,0.023294,-0.48141,0.12826,-0.077498,0.17345,0.018118,-0.3533,0.043045,-0.66413,-0.45739,0.67252,0.069848,0.017675,0.056708,0.66403,-0.43798,0.0071443,0.57253,-0.0048531,-0.11213,-0.39401,-0.5622,0.42371,-0.056286,0.052733,-0.17717,-0.38722,-0.19915,0.80805,0.054003,0.47228,-0.59006,-1.0674,0.56963,-0.21508,0.44057,-0.63526,-0.052596,-0.30076,-0.42583,-0.11466,0.52839,-0.27218,0.32805,0.22825,-0.39056,-0.2996,0.058262,-0.30572,0.12117,-0.013137,-0.10089,0.2888,-0.2996,0.53413,0.76344
bear,0.086177,0.054755,-0.44714,-0.022551,0.31183,0.032818,-0.1387,0.96572,0.4888,-0.75099,-0.093661,-0.1336,-0.26967,0.55778,0.37184,-0.064235,-0.12886,-0.56015,-0.064247,-0.04161,0.25533,-0.21695,0.55944,0.48287,-0.19714,0.071537,0.03649,-0.33761,0.16172,-0.018566,-0.0043925,0.056882,0.0011434,-0.63518,-0.63945,-0.37049,-0.057871,0.29946,-0.21265,-0.14464,-0.62084,-0.59919,0.14505,-0.056854,-0.65216,0.23424,-0.16002,-0.13723,0.42255,0.029473,0.40331,-0.43748,0.015834,-0.20973,0.20679,0.7093,0.19593,0.52424,0.29056,0.0074849,0.10345,-0.16943,0.25786,-0.26626,-0.19976,-0.11185,-0.56724,-0.42329,-0.3765,-0.23901,-0.29483,0.37444,-0.52309,-0.15593,-0.11413,0.019484,0.26711,0.057639,0.31101,-0.37802,0.31136,0.07225,-0.020555,-0.43391,0.75394,0.012868,0.050244,0.24589,-0.15259,0.015661,-0.10038,-0.39596,-0.37438,0.1895,-0.41529,0.3433,0.00052799,-0.32638,-0.36392,0.29913,0.34003,0.39086,-0.043513,0.11121,-0.11696,0.4289,0.1319,-0.016068,0.69789,0.51215,-0.43074,0.43994,-0.40824,0.045821,0.33181,0.15766,-0.24087,0.24838,0.28098,-0.041602,-0.33382,-0.44646,0.22765,0.42093,0.02171,-0.072948,-0.45207,0.14919,-0.049597,-0.80394,-0.10511,0.13964,0.17542,0.40328,-0.18582,0.17392,-0.16662,0.42739,0.18718,-0.34434,0.42817,-0.13119,0.14407,0.33895,0.12115,-0.093308,0.20792,0.31744,0.1549,0.39081,-0.25048,0.93391,-0.18456,-0.60641,0.68932,0.18998,0.3024,-0.42275,-0.56295,0.87063,0.63141,0.35814,0.45692,-0.19333,-0.5555,0.33449,0.70025,0.55328,-0.2277,-0.42977,-0.029074,-0.21067,-0.040413,0.19193,0.13761,-0.48582,0.31657,-0.15511,-0.095555,-0.1836,0.46821,-0.27362,-0.17751,-0.15138,-0.056687,-0.055984,-0.043698,-0.36201,0.18331,0.043327,0.38919,-0.4632,-0.28213,-0.12515,-0.53886,-0.41216,0.45824,-0.091527,0.11683,0.2362,1.3584,-0.4163,0.40883,-0.34517,0.050401,0.25273,-0.41,0.69973,-0.0296,-0.041195,0.11202,-0.49028,0.010992,-0.48199,0.43843,-0.51231,0.39979,0.60083,-0.40575,-0.045183,-0.24098,0.41361,-0.14578,-0.20145,-0.084186,-0.2331,0.30997,0.066423,0.30231,-0.12041,-0.51375,-0.2107,-0.40638,-0.23156,-0.40672,0.4184,-0.32911,-0.83878,0.10276,0.29788,-0.24293,0.61889,0.54026,-0.12752,-1.1992,-0.29751,-0.21392,-0.53084,-0.33414,-0.26834,-0.051812,0.34437,-0.40659,0.04144,0.64159,0.2142,-0.36101,-0.035513,-0.078942,-0.048973,0.010626,0.092643,0.042826,0.036211,-0.4253,0.25897,0.42135,-0.0092855,0.044883,0.33648,-0.46076,0.24866,-0.096073,0.26531,-0.0072007,-0.6796,-1.3896,-0.27316,0.034969,-0.20169,-0.1349,0.24364,-0.080494,-0.24458,-0.59143,0.13549,0.054295,0.058038,0.72197,-0.62493,-0.23878,-0.14983,0.29795,-0.5429,-0.2496,-0.019161,0.229,0.53021,0.35338,-0.074899
bed,-0.20441,-0.082417,-0.056366,-0.17798,-0.33011,0.22672,0.29838,-0.19279,0.30875,-0.83188,-0.23715,-0.019056,-0.05655,0.40601,-0.088462,0.13436,0.17642,-0.26913,0.26743,0.0013045,-0.17153,0.14414,-0.45097,0.23472,-0.01161,-0.21644,0.29732,-0.11061,0.32046,-0.044161,-0.20623,0.4507,0.030282,-0.24265,-0.38689,0.43395,-0.50332,0.012602,-0.25647,-0.12819,-0.28424,-0.36896,0.19886,-0.20929,0.2832,0.14226,0.84719,-0.065723,0.16936,-0.067254,0.34013,0.14643,-0.10263,-0.061908,-0.31589,-0.15444,0.31813,-0.30563,-0.042976,0.30693,1.0147,-0.054988,0.33041,0.49589,-0.32104,-0.60152,-0.16177,-0.20192,-0.78095,0.524,-0.17222,0.062206,-0.69885,-0.13636,-0.033465,-0.20192,0.20644,-0.30579,0.08963,-0.27777,-0.17064,-0.22823,-0.076898,0.14335,-0.0018081,0.39695,-0.11852,-0.087846,-0.39646,0.028137,0.71535,0.4504,-0.27695,0.49229,-0.22587,0.0175,0.213,0.0024181,0.57229,-0.37186,0.11366,-0.023166,-0.21359,-0.0068227,0.082164,0.52396,0.70948,0.14341,-0.22588,-0.27252,-0.22364,0.041681,-0.41411,-0.44792,-0.12249,0.30971,-0.11554,-0.065807,0.24319,-0.34266,-0.34077,-0.18612,0.031894,0.1824,-0.10614,0.10779,-0.20198,0.0039624,-0.34138,0.18654,0.9514,-0.086021,0.18654,0.20607,-0.26246,-0.28321,-0.27812,0.11389,-0.66292,0.046997,0.1876,-0.29742,0.20945,0.21125,-0.96606,0.078958,-0.046497,0.17539,0.026295,-0.19446,0.077567,0.75708,-0.15892,0.32255,0.24556,0.1022,0.15842,0.10227,0.497,0.21543,0.42346,-0.47693,0.085513,0.23091,0.46833,0.49582,0.21895,0.17707,0.0099555,0.27899,-0.5443,0.78735,0.65066,-0.00059914,-0.69341,-0.21176,-0.2596,0.47523,-0.14068,-0.81551,0.058556,-0.25762,0.40318,-0.15714,0.10363,0.12526,0.35582,0.65428,0.6251,0.23995,0.5432,0.92605,-0.3816,-0.50507,-0.3199,0.35812,-0.26064,0.032249,-0.27478,0.03419,0.61503,-0.26811,0.012246,0.0027715,0.39224,-0.45584,-0.093542,-0.5964,-0.41432,-0.29589,-0.42946,-0.49058,0.44673,-0.24123,0.5226,0.2642,0.053704,-0.41188,-0.11574,-0.059676,0.48033,0.20761,0.2092,0.45453,-0.19549,0.23308,-0.26016,-0.50384,-0.069664,-0.16674,0.52601,-0.38847,0.046023,-0.5001,1.0733,-0.47006,-0.42299,0.27519,-0.43659,-0.44483,0.036219,0.080173,-0.50382,0.46914,-0.67205,-0.18639,0.21913,0.085951,-0.63234,-0.077438,-0.407,0.71969,0.56099,-0.5419,0.723,0.29343,0.38554,0.10165,0.28322,0.0064789,-0.11846,-0.313,0.09041,-0.058312,-0.48567,-0.30149,0.75886,-0.27481,-0.23522,0.38376,-0.21882,-0.75113,-0.42509,-0.079655,0.25668,0.056252,-1.5539,0.24891,-0.69593,0.010845,-0.37691,-0.18424,-0.2984,-0.34224,-0.050046,0.36633,0.064514,0.25401,-0.31907,-0.58837,-0.02952,-0.092347,-0.05096,-0.34635,-0.10296,-0.31531,0.72788,0.21168,0.047181,1.0278
